capture,frame,epoch,emm_type,id_type,emm_cause,mcc,mnc,cipher,integrity
C3,577,1893888002.000,0x49,,,,,,
C3,578,1893891600.000,0x48,,,311,480,,
C3,579,1893891601.000,0x5d,,,311,480,2,2
C3,580,1893891602.000,0x49,,,,,,
C3,581,1893895200.000,0x48,,,311,480,,
C3,582,1893895201.000,0x5d,,,311,480,2,2
C3,583,1893895202.000,0x49,,,,,,
C3,584,1893898800.000,0x48,,,311,480,,
C3,585,1893898801.000,0x5d,,,311,480,2,2
C3,586,1893898802.000,0x49,,,,,,
C3,587,1893902400.000,0x48,,,311,480,,
C3,588,1893902401.000,0x5d,,,311,480,2,2
C3,589,1893902402.000,0x49,,,,,,
C3,590,1893906000.000,0x48,,,311,480,,
C3,591,1893906001.000,0x5d,,,311,480,2,2
C3,592,1893906002.000,0x49,,,,,,
C3,593,1893909600.000,0x48,,,311,480,,
C3,594,1893909601.000,0x5d,,,311,480,2,2
C3,595,1893909602.000,0x49,,,,,,
C3,596,1893913200.000,0x48,,,311,480,,
C3,597,1893913201.000,0x5d,,,311,480,2,2
C3,598,1893913202.000,0x49,,,,,,
C3,599,1893916800.000,0x48,,,311,480,,
C3,600,1893916801.000,0x5d,,,311,480,2,2
C3,601,1893916802.000,0x49,,,,,,
C3,602,1893920400.000,0x48,,,311,480,,
C3,603,1893920401.000,0x5d,,,311,480,2,2
C3,604,1893920402.000,0x49,,,,,,
C3,605,1893924000.000,0x48,,,311,480,,
C3,606,1893924001.000,0x5d,,,311,480,2,2
C3,607,1893924002.000,0x49,,,,,,
C3,608,1893927600.000,0x48,,,311,480,,
C3,609,1893927601.000,0x5d,,,311,480,2,2
C3,610,1893927602.000,0x49,,,,,,
C3,611,1893931200.000,0x48,,,311,480,,
C3,612,1893931201.000,0x5d,,,311,480,2,2
C3,613,1893931202.000,0x49,,,,,,
C3,614,1893934800.000,0x48,,,311,480,,
C3,615,1893934801.000,0x5d,,,311,480,2,2
C3,616,1893934802.000,0x49,,,,,,
C3,617,1893938400.000,0x48,,,311,480,,
C3,618,1893938401.000,0x5d,,,311,480,2,2
C3,619,1893938402.000,0x49,,,,,,
C3,620,1893942000.000,0x48,,,311,480,,
C3,621,1893942001.000,0x5d,,,311,480,2,2
C3,622,1893942002.000,0x49,,,,,,
C3,623,1893945600.000,0x48,,,311,480,,
C3,624,1893945601.000,0x5d,,,311,480,2,2
C3,625,1893945602.000,0x49,,,,,,
C3,626,1893949200.000,0x48,,,311,480,,
C3,627,1893949201.000,0x5d,,,311,480,2,2
C3,628,1893949202.000,0x49,,,,,,
C3,629,1893952800.000,0x48,,,311,480,,
C3,630,1893952801.000,0x5d,,,311,480,2,2
C3,631,1893952802.000,0x49,,,,,,
C3,632,1893956400.000,0x48,,,311,480,,
C3,633,1893956401.000,0x5d,,,311,480,2,2
C3,634,1893956402.000,0x49,,,,,,
C3,635,1893960000.000,0x48,,,311,480,,
C3,636,1893960001.000,0x5d,,,311,480,2,2
C3,637,1893960002.000,0x49,,,,,,
C3,638,1893963600.000,0x48,,,311,480,,
C3,639,1893963601.000,0x5d,,,311,480,2,2
C3,640,1893963602.000,0x49,,,,,,
C3,641,1893967200.000,0x48,,,311,480,,
C3,642,1893967201.000,0x5d,,,311,480,2,2
C3,643,1893967202.000,0x49,,,,,,
C3,644,1893970800.000,0x48,,,311,480,,
C3,645,1893970801.000,0x5d,,,311,480,2,2
C3,646,1893970802.000,0x49,,,,,,
C3,647,1893974400.000,0x48,,,311,480,,
C3,648,1893974401.000,0x5d,,,311,480,2,2
C3,649,1893974402.000,0x49,,,,,,
C3,650,1893978000.000,0x48,,,311,480,,
C3,651,1893978001.000,0x5d,,,311,480,2,2
C3,652,1893978002.000,0x49,,,,,,
C3,653,1893981600.000,0x48,,,311,480,,
C3,654,1893981601.000,0x5d,,,311,480,2,2
C3,655,1893981602.000,0x49,,,,,,
C3,656,1893985200.000,0x48,,,311,480,,
C3,657,1893985201.000,0x5d,,,311,480,2,2
C3,658,1893985202.000,0x49,,,,,,
C3,659,1893988800.000,0x48,,,311,480,,
C3,660,1893988801.000,0x5d,,,311,480,2,2
C3,661,1893988802.000,0x49,,,,,,
C3,662,1893992400.000,0x48,,,311,480,,
C3,663,1893992401.000,0x5d,,,311,480,2,2
C3,664,1893992402.000,0x49,,,,,,
C3,665,1893996000.000,0x48,,,311,480,,
C3,666,1893996001.000,0x5d,,,311,480,2,2
C3,667,1893996002.000,0x49,,,,,,
C3,668,1893999600.000,0x48,,,311,480,,
C3,669,1893999601.000,0x5d,,,311,480,2,2
C3,670,1893999602.000,0x49,,,,,,
C3,671,1894003200.000,0x48,,,311,480,,
C3,672,1894003201.000,0x5d,,,311,480,2,2
C3,673,1894003202.000,0x49,,,,,,
C3,674,1894006800.000,0x48,,,311,480,,
C3,675,1894006801.000,0x5d,,,311,480,2,2
C3,676,1894006802.000,0x49,,,,,,
C3,677,1894010400.000,0x48,,,311,480,,
C3,678,1894010401.000,0x5d,,,311,480,2,2
C3,679,1894010402.000,0x49,,,,,,
C3,680,1894014000.000,0x48,,,311,480,,
C3,681,1894014001.000,0x5d,,,311,480,2,2
C3,682,1894014002.000,0x49,,,,,,
C3,683,1894017600.000,0x48,,,311,480,,
C3,684,1894017601.000,0x5d,,,311,480,2,2
C3,685,1894017602.000,0x49,,,,,,
C3,686,1894021200.000,0x48,,,311,480,,
C3,687,1894021201.000,0x5d,,,311,480,2,2
C3,688,1894021202.000,0x49,,,,,,
C3,689,1894024800.000,0x48,,,311,480,,
C3,690,1894024801.000,0x5d,,,311,480,2,2
C3,691,1894024802.000,0x49,,,,,,
C3,692,1894028400.000,0x48,,,311,480,,
C3,693,1894028401.000,0x5d,,,311,480,2,2
C3,694,1894028402.000,0x49,,,,,,
C3,695,1894032000.000,0x48,,,311,480,,
C3,696,1894032001.000,0x5d,,,311,480,2,2
C3,697,1894032002.000,0x49,,,,,,
C3,698,1894035600.000,0x48,,,311,480,,
C3,699,1894035601.000,0x5d,,,311,480,2,2
C3,700,1894035602.000,0x49,,,,,,
C3,701,1894039200.000,0x48,,,311,480,,
C3,702,1894039201.000,0x5d,,,311,480,2,2
C3,703,1894039202.000,0x49,,,,,,
C3,704,1894042800.000,0x48,,,311,480,,
C3,705,1894042801.000,0x5d,,,311,480,2,2
C3,706,1894042802.000,0x49,,,,,,
C3,707,1894046400.000,0x48,,,311,480,,
C3,708,1894046401.000,0x5d,,,311,480,2,2
C3,709,1894046402.000,0x49,,,,,,
C3,710,1894050000.000,0x48,,,311,480,,
C3,711,1894050001.000,0x5d,,,311,480,2,2
C3,712,1894050002.000,0x49,,,,,,
C3,713,1894053600.000,0x48,,,311,480,,
C3,714,1894053601.000,0x5d,,,311,480,2,2
C3,715,1894053602.000,0x49,,,,,,
C3,716,1894057200.000,0x48,,,311,480,,
C3,717,1894057201.000,0x5d,,,311,480,2,2
C3,718,1894057202.000,0x49,,,,,,
C3,719,1894060800.000,0x48,,,311,480,,
C3,720,1894060801.000,0x5d,,,311,480,2,2
C3,721,1894060802.000,0x49,,,,,,
C3,722,1894064400.000,0x48,,,311,480,,
C3,723,1894064401.000,0x5d,,,311,480,2,2
C3,724,1894064402.000,0x49,,,,,,
C3,725,1894068000.000,0x48,,,311,480,,
C3,726,1894068001.000,0x5d,,,311,480,2,2
C3,727,1894068002.000,0x49,,,,,,
C3,728,1894071600.000,0x48,,,311,480,,
C3,729,1894071601.000,0x5d,,,311,480,2,2
C3,730,1894071602.000,0x49,,,,,,
C3,731,1894075200.000,0x48,,,311,480,,
C3,732,1894075201.000,0x5d,,,311,480,2,2
C3,733,1894075202.000,0x49,,,,,,
C3,734,1894078800.000,0x48,,,311,480,,
C3,735,1894078801.000,0x5d,,,311,480,2,2
C3,736,1894078802.000,0x49,,,,,,
C3,737,1894082400.000,0x48,,,311,480,,
C3,738,1894082401.000,0x5d,,,311,480,2,2
C3,739,1894082402.000,0x49,,,,,,
C3,740,1894086000.000,0x48,,,311,480,,
C3,741,1894086001.000,0x5d,,,311,480,2,2
C3,742,1894086002.000,0x49,,,,,,
C3,743,1894089600.000,0x48,,,311,480,,
C3,744,1894089601.000,0x5d,,,311,480,2,2
C3,745,1894089602.000,0x49,,,,,,
C3,746,1894093200.000,0x48,,,311,480,,
C3,747,1894093201.000,0x5d,,,311,480,2,2
C3,748,1894093202.000,0x49,,,,,,
C3,749,1894096800.000,0x48,,,311,480,,
C3,750,1894096801.000,0x5d,,,311,480,2,2
C3,751,1894096802.000,0x49,,,,,,
C3,752,1894100400.000,0x48,,,311,480,,
C3,753,1894100401.000,0x5d,,,311,480,2,2
C3,754,1894100402.000,0x49,,,,,,
C3,755,1894104000.000,0x48,,,311,480,,
C3,756,1894104001.000,0x5d,,,311,480,2,2
C3,757,1894104002.000,0x49,,,,,,
C3,758,1894107600.000,0x48,,,311,480,,
C3,759,1894107601.000,0x5d,,,311,480,2,2
C3,760,1894107602.000,0x49,,,,,,
C3,761,1894111200.000,0x48,,,311,480,,
C3,762,1894111201.000,0x5d,,,311,480,2,2
C3,763,1894111202.000,0x49,,,,,,
C3,764,1894114800.000,0x48,,,311,480,,
C3,765,1894114801.000,0x5d,,,311,480,2,2
C3,766,1894114802.000,0x49,,,,,,
C3,767,1894118400.000,0x48,,,311,480,,
C3,768,1894118401.000,0x5d,,,311,480,2,2
C3,769,1894118402.000,0x49,,,,,,
C3,770,1894122000.000,0x48,,,311,480,,
C3,771,1894122001.000,0x5d,,,311,480,2,2
C3,772,1894122002.000,0x49,,,,,,
C3,773,1894125600.000,0x48,,,311,480,,
C3,774,1894125601.000,0x5d,,,311,480,2,2
C3,775,1894125602.000,0x49,,,,,,
C3,776,1894129200.000,0x48,,,311,480,,
C3,777,1894129201.000,0x5d,,,311,480,2,2
C3,778,1894129202.000,0x49,,,,,,
C3,779,1894132800.000,0x48,,,311,480,,
C3,780,1894132801.000,0x5d,,,311,480,2,2
C3,781,1894132802.000,0x49,,,,,,
C3,782,1894136400.000,0x48,,,311,480,,
C3,783,1894136401.000,0x5d,,,311,480,2,2
C3,784,1894136402.000,0x49,,,,,,
C3,785,1894140000.000,0x48,,,311,480,,
C3,786,1894140001.000,0x5d,,,311,480,2,2
C3,787,1894140002.000,0x49,,,,,,
C3,788,1894143600.000,0x48,,,311,480,,
C3,789,1894143601.000,0x5d,,,311,480,2,2
C3,790,1894143602.000,0x49,,,,,,
C3,791,1894147200.000,0x48,,,311,480,,
C3,792,1894147201.000,0x5d,,,311,480,2,2
C3,793,1894147202.000,0x49,,,,,,
C3,794,1894150800.000,0x48,,,311,480,,
C3,795,1894150801.000,0x5d,,,311,480,2,2
C3,796,1894150802.000,0x49,,,,,,
C3,797,1894154400.000,0x48,,,311,480,,
C3,798,1894154401.000,0x5d,,,311,480,2,2
C3,799,1894154402.000,0x49,,,,,,
C3,800,1894158000.000,0x48,,,311,480,,
C3,801,1894158001.000,0x5d,,,311,480,2,2
C3,802,1894158002.000,0x49,,,,,,
C3,803,1894161600.000,0x48,,,311,480,,
C3,804,1894161601.000,0x5d,,,311,480,2,2
C3,805,1894161602.000,0x49,,,,,,
C3,806,1894165200.000,0x48,,,311,480,,
C3,807,1894165201.000,0x5d,,,311,480,2,2
C3,808,1894165202.000,0x49,,,,,,
C3,809,1894168800.000,0x48,,,311,480,,
C3,810,1894168801.000,0x5d,,,311,480,2,2
C3,811,1894168802.000,0x49,,,,,,
C3,812,1894172400.000,0x48,,,311,480,,
C3,813,1894172401.000,0x5d,,,311,480,2,2
C3,814,1894172402.000,0x49,,,,,,
C3,815,1894176000.000,0x48,,,311,480,,
C3,816,1894176001.000,0x5d,,,311,480,2,2
C3,817,1894176002.000,0x49,,,,,,
C3,818,1894179600.000,0x48,,,311,480,,
C3,819,1894179601.000,0x5d,,,311,480,2,2
C3,820,1894179602.000,0x49,,,,,,
C3,821,1894183200.000,0x48,,,311,480,,
C3,822,1894183201.000,0x5d,,,311,480,2,2
C3,823,1894183202.000,0x49,,,,,,
C3,824,1894186800.000,0x48,,,311,480,,
C3,825,1894186801.000,0x5d,,,311,480,2,2
C3,826,1894186802.000,0x49,,,,,,
C3,827,1894190400.000,0x48,,,311,480,,
C3,828,1894190401.000,0x5d,,,311,480,2,2
C3,829,1894190402.000,0x49,,,,,,
C3,830,1894194000.000,0x48,,,311,480,,
C3,831,1894194001.000,0x5d,,,311,480,2,2
C3,832,1894194002.000,0x49,,,,,,
C3,833,1894197600.000,0x48,,,311,480,,
C3,834,1894197601.000,0x5d,,,311,480,2,2
C3,835,1894197602.000,0x49,,,,,,
C3,836,1894201200.000,0x48,,,311,480,,
C3,837,1894201201.000,0x5d,,,311,480,2,2
C3,838,1894201202.000,0x49,,,,,,
C3,839,1894204800.000,0x48,,,311,480,,
C3,840,1894204801.000,0x5d,,,311,480,2,2
C3,841,1894204802.000,0x49,,,,,,
C3,842,1894208400.000,0x48,,,311,480,,
C3,843,1894208401.000,0x5d,,,311,480,2,2
C3,844,1894208402.000,0x49,,,,,,
C3,845,1894212000.000,0x48,,,311,480,,
C3,846,1894212001.000,0x5d,,,311,480,2,2
C3,847,1894212002.000,0x49,,,,,,
C3,848,1894215600.000,0x48,,,311,480,,
C3,849,1894215601.000,0x5d,,,311,480,2,2
C3,850,1894215602.000,0x49,,,,,,
C3,851,1894219200.000,0x48,,,311,480,,
C3,852,1894219201.000,0x5d,,,311,480,2,2
C3,853,1894219202.000,0x49,,,,,,
C3,854,1894222800.000,0x48,,,311,480,,
C3,855,1894222801.000,0x5d,,,311,480,2,2
C3,856,1894222802.000,0x49,,,,,,
C3,857,1894226400.000,0x48,,,311,480,,
C3,858,1894226401.000,0x5d,,,311,480,2,2
C3,859,1894226402.000,0x49,,,,,,
C3,860,1894230000.000,0x48,,,311,480,,
C3,861,1894230001.000,0x5d,,,311,480,2,2
C3,862,1894230002.000,0x49,,,,,,
C3,863,1894233600.000,0x48,,,311,480,,
C3,864,1894233601.000,0x5d,,,311,480,2,2
C3,865,1894233602.000,0x49,,,,,,
C3,866,1894237200.000,0x48,,,311,480,,
C3,867,1894237201.000,0x5d,,,311,480,2,2
C3,868,1894237202.000,0x49,,,,,,
C3,869,1894240800.000,0x48,,,311,480,,
C3,870,1894240801.000,0x5d,,,311,480,2,2
C3,871,1894240802.000,0x49,,,,,,
C3,872,1894244400.000,0x48,,,311,480,,
C3,873,1894244401.000,0x5d,,,311,480,2,2
C3,874,1894244402.000,0x49,,,,,,
C3,875,1894248000.000,0x48,,,311,480,,
C3,876,1894248001.000,0x5d,,,311,480,2,2
C3,877,1894248002.000,0x49,,,,,,
C3,878,1894251600.000,0x48,,,311,480,,
C3,879,1894251601.000,0x5d,,,311,480,2,2
C3,880,1894251602.000,0x49,,,,,,
C3,881,1894255200.000,0x48,,,311,480,,
C3,882,1894255201.000,0x5d,,,311,480,2,2
C3,883,1894255202.000,0x49,,,,,,
C3,884,1894258800.000,0x48,,,311,480,,
C3,885,1894258801.000,0x5d,,,311,480,2,2
C3,886,1894258802.000,0x49,,,,,,
C3,887,1894262400.000,0x48,,,311,480,,
C3,888,1894262401.000,0x5d,,,311,480,2,2
C3,889,1894262402.000,0x49,,,,,,
C3,890,1894266000.000,0x48,,,311,480,,
C3,891,1894266001.000,0x5d,,,311,480,2,2
C3,892,1894266002.000,0x49,,,,,,
C3,893,1894269600.000,0x48,,,311,480,,
C3,894,1894269601.000,0x5d,,,311,480,2,2
C3,895,1894269602.000,0x49,,,,,,
C3,896,1894273200.000,0x48,,,311,480,,
C3,897,1894273201.000,0x5d,,,311,480,2,2
C3,898,1894273202.000,0x49,,,,,,
C3,899,1894276800.000,0x48,,,311,480,,
C3,900,1894276801.000,0x5d,,,311,480,2,2
C3,901,1894276802.000,0x49,,,,,,
C3,902,1894280400.000,0x48,,,311,480,,
C3,903,1894280401.000,0x5d,,,311,480,2,2
C3,904,1894280402.000,0x49,,,,,,
C3,905,1894284000.000,0x48,,,311,480,,
C3,906,1894284001.000,0x5d,,,311,480,2,2
C3,907,1894284002.000,0x49,,,,,,
C3,908,1894287600.000,0x48,,,311,480,,
C3,909,1894287601.000,0x5d,,,311,480,2,2
C3,910,1894287602.000,0x49,,,,,,
C3,911,1894291200.000,0x48,,,311,480,,
C3,912,1894291201.000,0x5d,,,311,480,2,2
C3,913,1894291202.000,0x49,,,,,,
C3,914,1894294800.000,0x48,,,311,480,,
C3,915,1894294801.000,0x5d,,,311,480,2,2
C3,916,1894294802.000,0x49,,,,,,
C3,917,1894298400.000,0x48,,,311,480,,
C3,918,1894298401.000,0x5d,,,311,480,2,2
C3,919,1894298402.000,0x49,,,,,,
C3,920,1894302000.000,0x48,,,311,480,,
C3,921,1894302001.000,0x5d,,,311,480,2,2
C3,922,1894302002.000,0x49,,,,,,
C3,923,1894305600.000,0x48,,,311,480,,
C3,924,1894305601.000,0x5d,,,311,480,2,2
C3,925,1894305602.000,0x49,,,,,,
C3,926,1894309200.000,0x48,,,311,480,,
C3,927,1894309201.000,0x5d,,,311,480,2,2
C3,928,1894309202.000,0x49,,,,,,
C4,929,1894529280.000,0x41,,,310,240,,
C4,930,1894529282.000,0x52,,,,,,
C4,931,1894529283.400,0x5c,,20,,,,
C4,932,1894529284.100,0x55,1,,,,,
C4,933,1894529285.300,0x56,,,310,240,,
C4,934,1894529289.000,0x45,,10,,,,
C4,935,1894529290.000,0x45,,10,,,,
C4,936,1894529291.000,0x45,,10,,,,
C4,937,1894529292.000,0x45,,10,,,,
C4,938,1894529312.000,0x55,1,,,,,
C4,939,1894529313.200,0x56,,,310,240,,
C4,940,1894529321.000,0x44,,15,,,,
C4,941,1894529350.000,0x5d,,,311,480,2,2
C4,942,1894529580.000,0x55,1,,,,,
C4,943,1894529582.000,0x56,,,310,240,,
C4,944,1894529620.000,0x4e,,15,,,,
C4,945,1894530000.000,0x48,,,311,480,,
C4,946,1894530001.000,0x5d,,,311,480,2,2
C4,947,1894530002.000,0x49,,,,,,
C4,948,1894530600.000,0x48,,,311,480,,
C4,949,1894530601.000,0x5d,,,311,480,2,2
C4,950,1894530602.000,0x49,,,,,,
C4,951,1894531200.000,0x48,,,311,480,,
C4,952,1894531201.000,0x5d,,,311,480,2,2
C4,953,1894531202.000,0x49,,,,,,
C5,954,1894532400.000,0x48,,,311,480,,
C5,955,1894532401.000,0x5d,,,311,480,2,2
C5,956,1894532402.000,0x49,,,,,,
C5,957,1894534200.000,0x48,,,311,480,,
C5,958,1894534201.000,0x5d,,,311,480,2,2
C5,959,1894534202.000,0x49,,,,,,
C5,960,1894536000.000,0x48,,,311,480,,
C5,961,1894536001.000,0x5d,,,311,480,2,2
C5,962,1894536002.000,0x49,,,,,,
C5,963,1894537800.000,0x48,,,311,480,,
C5,964,1894537801.000,0x5d,,,311,480,2,2
C5,965,1894537802.000,0x49,,,,,,
C5,966,1894539600.000,0x48,,,311,480,,
C5,967,1894539601.000,0x5d,,,311,480,2,2
C5,968,1894539602.000,0x49,,,,,,
C5,969,1894541400.000,0x48,,,311,480,,
C5,970,1894541401.000,0x5d,,,311,480,2,2
C5,971,1894541402.000,0x49,,,,,,
C5,972,1894543200.000,0x48,,,311,480,,
C5,973,1894543201.000,0x5d,,,311,480,2,2
C5,974,1894543202.000,0x49,,,,,,
C5,975,1894545000.000,0x48,,,311,480,,
C5,976,1894545001.000,0x5d,,,311,480,2,2
C5,977,1894545002.000,0x49,,,,,,
C5,978,1894546800.000,0x48,,,311,480,,
C5,979,1894546801.000,0x5d,,,311,480,2,2
C5,980,1894546802.000,0x49,,,,,,
C5,981,1894548600.000,0x48,,,311,480,,
C5,982,1894548601.000,0x5d,,,311,480,2,2
C5,983,1894548602.000,0x49,,,,,,
C5,984,1894550400.000,0x48,,,311,480,,
C5,985,1894550401.000,0x5d,,,311,480,2,2
C5,986,1894550402.000,0x49,,,,,,
C5,987,1894552200.000,0x48,,,311,480,,
C5,988,1894552201.000,0x5d,,,311,480,2,2
C5,989,1894552202.000,0x49,,,,,,
C5,990,1894554000.000,0x48,,,311,480,,
C5,991,1894554001.000,0x5d,,,311,480,2,2
C5,992,1894554002.000,0x49,,,,,,
C5,993,1894555800.000,0x48,,,311,480,,
C5,994,1894555801.000,0x5d,,,311,480,2,2
C5,995,1894555802.000,0x49,,,,,,
C5,996,1894557600.000,0x48,,,311,480,,
C5,997,1894557601.000,0x5d,,,311,480,2,2
C5,998,1894557602.000,0x49,,,,,,
C5,999,1894559400.000,0x48,,,311,480,,
C5,1000,1894559401.000,0x5d,,,311,480,2,2
C5,1001,1894559402.000,0x49,,,,,,
C5,1002,1894561202.000,0x55,1,,,,,
C5,1003,1894561203.100,0x56,,,310,240,,
C5,1004,1894561247.000,0x55,1,,,,,
C5,1005,1894561248.100,0x56,,,310,240,,
C5,1006,1894561295.000,0x44,,15,,,,
C5,1007,1894561320.000,0x5d,,,311,480,2,2
C5,1008,1894564800.000,0x48,,,311,480,,
C5,1009,1894564801.000,0x5d,,,311,480,2,2
C5,1010,1894564802.000,0x49,,,,,,
C5,1011,1894566600.000,0x48,,,311,480,,
C5,1012,1894566601.000,0x5d,,,311,480,2,2
C5,1013,1894566602.000,0x49,,,,,,
C5,1014,1894568400.000,0x48,,,311,480,,
C5,1015,1894568401.000,0x5d,,,311,480,2,2
C5,1016,1894568402.000,0x49,,,,,,
C5,1017,1894570200.000,0x48,,,311,480,,
C5,1018,1894570201.000,0x5d,,,311,480,2,2
C5,1019,1894570202.000,0x49,,,,,,
C6,1020,1894579200.000,0x48,,,311,480,,
C6,1021,1894579201.000,0x5d,,,311,480,2,2
C6,1022,1894579202.000,0x49,,,,,,
C6,1023,1894586400.000,0x48,,,311,480,,
C6,1024,1894586401.000,0x5d,,,311,480,2,2
C6,1025,1894586402.000,0x49,,,,,,
C6,1026,1894593600.000,0x48,,,311,480,,
C6,1027,1894593601.000,0x5d,,,311,480,2,2
C6,1028,1894593602.000,0x49,,,,,,
C6,1029,1894600800.000,0x48,,,311,480,,
C6,1030,1894600801.000,0x5d,,,311,480,2,2
C6,1031,1894600802.000,0x49,,,,,,
C6,1032,1894608000.000,0x48,,,311,480,,
C6,1033,1894608001.000,0x5d,,,311,480,2,2
C6,1034,1894608002.000,0x49,,,,,,
C6,1035,1894615200.000,0x48,,,311,480,,
C6,1036,1894615201.000,0x5d,,,311,480,2,2
C6,1037,1894615202.000,0x49,,,,,,
C6,1038,1894622400.000,0x48,,,311,480,,
C6,1039,1894622401.000,0x5d,,,311,480,2,2
C6,1040,1894622402.000,0x49,,,,,,
C6,1041,1894629600.000,0x48,,,311,480,,
C6,1042,1894629601.000,0x5d,,,311,480,2,2
C6,1043,1894629602.000,0x49,,,,,,
C6,1044,1894636800.000,0x48,,,311,480,,
C6,1045,1894636801.000,0x5d,,,311,480,2,2
C6,1046,1894636802.000,0x49,,,,,,
C6,1047,1894644000.000,0x48,,,311,480,,
C6,1048,1894644001.000,0x5d,,,311,480,2,2
C6,1049,1894644002.000,0x49,,,,,,
C6,1050,1894651200.000,0x48,,,311,480,,
C6,1051,1894651201.000,0x5d,,,311,480,2,2
C6,1052,1894651202.000,0x49,,,,,,
C6,1053,1894658400.000,0x48,,,311,480,,
C6,1054,1894658401.000,0x5d,,,311,480,2,2
C6,1055,1894658402.000,0x49,,,,,,
C6,1056,1894665600.000,0x48,,,311,480,,
C6,1057,1894665601.000,0x5d,,,311,480,2,2
C6,1058,1894665602.000,0x49,,,,,,
C6,1059,1894672800.000,0x48,,,311,480,,
C6,1060,1894672801.000,0x5d,,,311,480,2,2
C6,1061,1894672802.000,0x49,,,,,,
C6,1062,1894680000.000,0x48,,,311,480,,
C6,1063,1894680001.000,0x5d,,,311,480,2,2
C6,1064,1894680002.000,0x49,,,,,,
C6,1065,1894687200.000,0x48,,,311,480,,
C6,1066,1894687201.000,0x5d,,,311,480,2,2
C6,1067,1894687202.000,0x49,,,,,,
C6,1068,1894694400.000,0x48,,,311,480,,
C6,1069,1894694401.000,0x5d,,,311,480,2,2
C6,1070,1894694402.000,0x49,,,,,,
C6,1071,1894701600.000,0x48,,,311,480,,
C6,1072,1894701601.000,0x5d,,,311,480,2,2
C6,1073,1894701602.000,0x49,,,,,,
C6,1074,1894708800.000,0x48,,,311,480,,
C6,1075,1894708801.000,0x5d,,,311,480,2,2
C6,1076,1894708802.000,0x49,,,,,,
C6,1077,1894716000.000,0x48,,,311,480,,
C6,1078,1894716001.000,0x5d,,,311,480,2,2
C6,1079,1894716002.000,0x49,,,,,,
C6,1080,1894723200.000,0x48,,,311,480,,
C6,1081,1894723201.000,0x5d,,,311,480,2,2
C6,1082,1894723202.000,0x49,,,,,,
C6,1083,1894730400.000,0x48,,,311,480,,
C6,1084,1894730401.000,0x5d,,,311,480,2,2
C6,1085,1894730402.000,0x49,,,,,,
C6,1086,1894737600.000,0x48,,,311,480,,
C6,1087,1894737601.000,0x5d,,,311,480,2,2
C6,1088,1894737602.000,0x49,,,,,,
C6,1089,1894744800.000,0x48,,,311,480,,
C6,1090,1894744801.000,0x5d,,,311,480,2,2
C6,1091,1894744802.000,0x49,,,,,,
C6,1092,1894752000.000,0x48,,,311,480,,
C6,1093,1894752001.000,0x5d,,,311,480,2,2
C6,1094,1894752002.000,0x49,,,,,,
C6,1095,1894759200.000,0x48,,,311,480,,
C6,1096,1894759201.000,0x5d,,,311,480,2,2
C6,1097,1894759202.000,0x49,,,,,,
C6,1098,1894766400.000,0x48,,,311,480,,
C6,1099,1894766401.000,0x5d,,,311,480,2,2
C6,1100,1894766402.000,0x49,,,,,,
C6,1101,1894773600.000,0x48,,,311,480,,
C6,1102,1894773601.000,0x5d,,,311,480,2,2
C6,1103,1894773602.000,0x49,,,,,,
C6,1104,1894780800.000,0x48,,,311,480,,
C6,1105,1894780801.000,0x5d,,,311,480,2,2
C6,1106,1894780802.000,0x49,,,,,,
C6,1107,1894788000.000,0x48,,,311,480,,
C6,1108,1894788001.000,0x5d,,,311,480,2,2
C6,1109,1894788002.000,0x49,,,,,,
C6,1110,1894795200.000,0x48,,,311,480,,
C6,1111,1894795201.000,0x5d,,,311,480,2,2
C6,1112,1894795202.000,0x49,,,,,,
C6,1113,1894802400.000,0x48,,,311,480,,
C6,1114,1894802401.000,0x5d,,,311,480,2,2
C6,1115,1894802402.000,0x49,,,,,,
C6,1116,1894809600.000,0x48,,,311,480,,
C6,1117,1894809601.000,0x5d,,,311,480,2,2
C6,1118,1894809602.000,0x49,,,,,,
C6,1119,1894816800.000,0x48,,,311,480,,
C6,1120,1894816801.000,0x5d,,,311,480,2,2
C6,1121,1894816802.000,0x49,,,,,,
C6,1122,1894824000.000,0x48,,,311,480,,
C6,1123,1894824001.000,0x5d,,,311,480,2,2
C6,1124,1894824002.000,0x49,,,,,,
C6,1125,1894831200.000,0x48,,,311,480,,
C6,1126,1894831201.000,0x5d,,,311,480,2,2
C6,1127,1894831202.000,0x49,,,,,,
C6,1128,1894838400.000,0x48,,,311,480,,
C6,1129,1894838401.000,0x5d,,,311,480,2,2
C6,1130,1894838402.000,0x49,,,,,,
C6,1131,1894845600.000,0x48,,,311,480,,
C6,1132,1894845601.000,0x5d,,,311,480,2,2
C6,1133,1894845602.000,0x49,,,,,,
C6,1134,1894852800.000,0x48,,,311,480,,
C6,1135,1894852801.000,0x5d,,,311,480,2,2
C6,1136,1894852802.000,0x49,,,,,,
C6,1137,1894860000.000,0x48,,,311,480,,
C6,1138,1894860001.000,0x5d,,,311,480,2,2
C6,1139,1894860002.000,0x49,,,,,,
C6,1140,1894867200.000,0x48,,,311,480,,
C6,1141,1894867201.000,0x5d,,,311,480,2,2
C6,1142,1894867202.000,0x49,,,,,,
C6,1143,1894874400.000,0x48,,,311,480,,
C6,1144,1894874401.000,0x5d,,,311,480,2,2
